All,Alle
"Quote Lifetime (days)","Tilbudets levetid (dage)"
"After Adding a Product Redirect to Shopping Cart","Efter tilføjelse af et produkt omdiriger til indkøbskurv"
"Number of Items to Display Pager","Antallet af elementer, der skal vises på én gang pr. side"
"Show Cross-sell Items in the Shopping Cart","Vis krydssalgsvarer i indkøbskurven"
"My Cart Link","Min Indkøbskurv link"
"Display Cart Summary","Se indkøbskurv"
"Number of Items to Display Scrollbar","Antallet af elementer, der skal vises på én gang ved scrollbar"
"Maximum Number of Items to Display","Maksimalt antal af produkter som vises"
"Payment Failed Emails","Betaling mislykkedes e-mails"
"Payment Failed Email Sender","Betaling mislykkedes e-mail afsender"
"Payment Failed Email Receiver","Betaling mislykkedes e-mail-modtager"
"Payment Failed Template","Betaling mislykkedes skabelon"
"Send Payment Failed Email Copy To","Send betaling mislykkedes e-mail kopi til"
"Separate by "","".","Adskilt af "",""."
"Send Payment Failed Email Copy Method","Send betaling mislykkedes e-mail kopieringsmetode"
"Order Total",Ordretotal
"We'll send your order confirmation here.","Vi fremsender din ordrebekræftelse her."
Payment,Betaling
"Not yet calculated","Endnu ikke beregnet"
"Thank you for your purchase!","Tak for dit køb!"
"Terms and Conditions","Vilkår og betingelser"
"Add New Condition","Tilføj ny betingelse"
"Save Condition","Gem tilstand"
"Delete Condition","Slet tilstand"
"Edit Terms and Conditions","Rediger Vilkår og betingelser"
"New Terms and Conditions","Nye betingelser og vilkår"
"Terms and Conditions Information","Information om vilkår og betingelser "
"Condition Name",Betingelsesnavn
"Show Content as","Vis indhold som"
Applied,Tilføjet
"Content Height (css)","Indhold højde (css)"
"Content Height","Indhold højde"
Condition,Tilstand
Sales,Salg
"Checkout Conditions","Checkout betingelser"
"Checkout Terms and Conditions","Checkout handelsbetingelser"
"This condition no longer exists.","Denne betingelse eksisterer ikke længere."
"You deleted the condition.","Du har slettet betingelsen."
"Something went wrong  while deleting this condition.","Noget gik galt under sletning af denne betingelse."
"Edit Condition","Rediger betingelse"
"New Condition","Ny betingelse"
"You saved the condition.","Du gemte betingelsen."
"Something went wrong while saving this condition.","Noget gik galt mens vi gemte denne betingelse."
Automatically,Automatisk
Manually,Manuelt
"Terms & Conditions",Handelsbetingelser
"Enable Terms and Conditions","Aktiver handelsbetingelser"
"Preview Quote Lifetime (minutes)","Forhåndsvisning levetid (minutter)"
"Static Blocks","Statiske blokke"
"Add New Block","Tilføj ny blok"
"Delete Block","Slet blok"
Identifier,Identifikator
"Manage Pages","Administrer sider"
"Add New Page","Tilføj ny side"
"Delete Page","Slet side"
Created,Oprettet
Modified,Ændret
"Media Storage",Medialager
"Delete Folder","Slet mappe"
"New Folder Name:","Nyt mappenavn:"
"Are you sure you want to delete this folder?","Er du sikker på du vil slette denne mappe?"
"Are you sure you want to delete this file?","Er du sikker på du vil slette denne fil?"
"Images (%1)","Billeder (%1)"
"You deleted the block.","Du slettede blokken."
"We can't find a block to delete.","Vi kan ikke finde en block at slette."
"This block no longer exists.","Denne blok eksisterer ikke længere."
"Edit Block","Rediger blok"
"New Block","Ny blok"
Blocks,Blokke
"You saved the block.","Du gemte blokken."
"Something went wrong while saving the block.","Noget gik galt da blokken skulle gemmes."
"The page has been deleted.","Siden er blevet slettet."
"We can't find a page to delete.","Vi kan ikke finde en side at slette."
"This page no longer exists.","Denne side findes ikke længere."
"Edit Page","Rediger side"
"New Page","Ny side"
Pages,Sider
"Something went wrong while saving the page.","Noget gik galt da siden blev gemt."
"A total of %1 record(s) have been disabled.","Ialt %1 post(er) er blevet deaktiveret."
"A total of %1 record(s) have been enabled.","Ialt %1 post(er) er blevet aktiveret."
"Page Title",Sidetitel
"To apply changes you should fill in hidden required ""%1"" field","For at anvende ændringer bør du udfylde skjult og krævet ""%1"" felt"
"You saved the page.","Du gemte siden."
"Directory %1 is not under storage root path.","Mappen %1 er ikke under rodstien."
"Make sure that static block content does not reference the block itself.","Sørg for, at den statiske blok indhold ikke refererer til sig selv."
"Enabled by Default","Aktiveret som standard"
"Disabled by Default","Deaktiveret som standard"
"Disabled Completely","Helt deaktiveret"
"This identifier is reserved for ""CMS No Route Page"" in configuration.","Dette id er reserveret til ""CMS No Route Page"" i konfiguration."
"This identifier is reserved for ""CMS Home Page"" in configuration.","Dette identifier er reserveret til ""CMS hjemmeside"" i konfiguration."
"This identifier is reserved for ""CMS No Cookies Page"" in configuration.","Dette id er reserveret til ""CMS No Cookies Page"" i konfiguration."
"Could not save the page: %1","Kunne ikke gemme siden: %1"
"Could not delete the page: %1","Kunne ikke slette siden: %1"
"A block identifier with the same properties already exists in the selected store.","Der findes allerede et gruppe-id med de samme egenskaber i den valgte butik."
"We found a directory with the same name. Please try another folder name.","Vi fandt en mappe med samme navn. Prøv venligst et andet mappenavn."
"We cannot create a new directory.","Vi kan ikke oprette en ny mappe."
"We cannot delete directory %1.","Vi kan ikke slette mappen %1."
"We can't upload the file right now.","Vi kan ikke uploade filen i øjeblikket."
"We can't delete root directory %1 right now.","Vi kan ikke slette rod mappen %1 i øjeblikket."
"Privacy and Cookie Policy","Privatliv og cookie politik"
LocalizedException,Localiseringsundtagelser
"Could not create a directory.","Kunne ikke oprette en mappe."
"Are you sure you want to delete a %1 record?","Er du sikker på du vil slette en %1 post?"
View,Vis
"No files found","Ingen filer fundet"
"Save Page","Gem siden"
"Media Gallery",Mediegalleri
"Content Management",Indholdsstyring
"CMS Home Page","CMS hjemmeside"
"CMS No Route Page","CMS uden rute side"
"CMS No Cookies Page","CMS ingen Cookies side"
"Show Breadcrumbs for CMS Pages","Vis brødkrumme for CMS sider"
"Browser Capabilities Detection","Browser Capabilities påvisning"
"Redirect to CMS-page if Cookies are Disabled","Omdiriger til CMS-side, hvis Cookies er deaktiveret"
"Show Notice if JavaScript is Disabled","Vis meddelelse hvis JavaScript er deaktiveret"
"Show Notice if Local Storage is Disabled","Vis meddelelse hvis lokal opbevaring er deaktiveret"
"WYSIWYG Options","WYSIWYG indstillinger"
"Enable WYSIWYG Editor","Aktivér WYSIWYG Editor"
"CMS Page Link","CMS sidelink"
"Link to a CMS Page","Link til en CMS side"
"CMS Page","CMS side"
"Select Page...","Vælg side..."
"If empty, the Page Title will be used","Hvis blank, vil sidens titel blive brugt"
"CMS Page Link Block Template","CMS side link blok skabelon"
"CMS Page Link Inline Template","CMS side Link indbygget skabelon"
"CMS Static Block","CMS statisk blok"
"Contents of a Static Block","Indholdet af en statisk blok"
Block,Blok
"Select Block...","Vælg blok..."
"CMS Static Block Default Template","CMS statisk blok standardskabelon"
"General Information","Generelle informationer"
"Enable Block","Aktiver blok"
"Block Title","Blok titel"
"Are you sure you want to delete selected items?","Er du sikker på at du vil slette de(t) valgte element(er)?"
"Page Information",Sideinformation
"Enable Page","Aktiver side"
"Content Heading","Indholds overskrift"
"Page in Websites","Sider på websider"
"Custom Design Update","Brugerdefinerede designopdatering"
"New Layout","Nyt Layout"
"Custom design from","Brugerdefinerede design fra"
"Custom design to","Brugerdefinerede design til"
"Custom Theme","Brugerdefinerede tema"
"Custom Layout","Brugerdefinerede Layout"
"Search Engine Optimisation",Søgemaskineoptimering
"CMS Pages","CMS sider"
"CMS Blocks","CMS blokke"
"Delete Customer","Slet kunde"
"Delete Company","Slet virksomhed"
Companies,Virksomheder
"Add New Company","Tilføj en ny virksomhed"
(me),(mig)
"Company Name:","Virksomhedens navn:"
"Company Legal Name:","Virksomhedens juridiske navn:"
"Company Email:","Virksomhedens e-mail:"
"VAT/TAX ID:",CVR-nr:
"Re-seller ID:","Forhandler ID:"
"Street Address:",Gade/vejnavn:
City:,By:
Country:,Land:
State/Province:,"Stat eller Region:"
"ZIP/Postal Code:",Postnr:
"Phone Number:",Tlf:
"Job Title:",Jobtitel:
"Email Address:",E-mailadresse:
Prefix:,Præfiks:
"First Name:",Fornavn:
"Middle Name/Initial:",Mellemnavn/initialer:
"Last Name:",Efternavn:
Suffix:,Suffiks:
Gender:,Køn:
Duplicated,Duplikeret
"Company Structure",Selskabsstruktur
"New Company","Ny virksomhed"
"Thank you! We're reviewing your request and will contact you soon","Tak! Vi gennemgår din anmodning og vil kontakte dig snarest"
"An error occurred on the server. Your changes have not been saved.","Der opstod en fejl på serveren. Dine ændringer er ikke blevet gemt."
"Create New Company","Opret virksomhed"
"A total of %1 record(s) were updated.","Ialt %1 post(er) blev opdateret."
"Something went wrong. Please try again later.","Ups! Noget gik galt, prøv igen senere."
"Invalid value of ""%value"" provided for the email field.","Ugyldig værdi for ""%value"" for feltet e-mail."
"You have deleted company %companyName.","Du har slettet virksomheden %companyName."
"The company no longer exists.","Virksomheden eksisterer ikke længere."
"The requested company is not found","Den søgte virksomhed blev ikke fundet"
"can not be saved","kan ikke gemmes"
"A total of %1 record(s) were deleted.","Ialt %1 post(er) blev slettet."
"Could not save company","Kunne ikke gemme virksomheden"
"You have saved company %companyName.","Du har gemt virksomheden %companyName."
"You have created company %companyName.","Du har oprettet virksomheden %companyName."
"A user with this email address already exists in the system. If you proceed, the user will be linked to your company.","En bruger med e-mailen findes allerede. Hvis du fortsætter, vil brugeren være knyttet til din virksomhed."
"A user with this email address is already a member of your company.","En bruger med e-mail er allerede medlem af din virksomhed."
"A user with this email address already exists in the system. Enter a different email address to create this user.","En bruger med denne e-mail findes allerede.. Angiv en anden e-mail for at oprette denne bruger."
"You are not allowed to do this.","Du har ikke rettigheder til dette."
"Cannot create the customer.","Kan ikke oprette kunden."
"The customer was successfully created.","Kunden er oprettet."
"You cannot delete yourself.","Du kan ikke slette dig selv."
"Cannot delete this user.","Kan ikke slette denne bruger."
"The customer was successfully deleted.","Kunden blev slettet."
"The customer was successfully updated.","Kunden blev opdateret."
"Company Profile",Virksomhedsprofil
"The changes you made on the company profile have been successfully saved.","Ændringerne på virksomhedsprofilen er gemt."
"You must fill in all required fields before you can continue.","Du skal udfylde alle påkrævede felter, før du kan fortsætte."
"Bad Request","Ugyldig forespørgsel"
"You have deleted role %companyRoleName.","Du har slettet rollen %companyRoleName."
"Add New Role","Tilføj ny rolle"
"Edit Role","Rediger rolle"
"Roles and Permissions","Roller og rettigheder"
"The item was successfully moved.","Varen blev flyttet."
"The team was successfully deleted.","Teamet er slettet."
"The team was successfully updated.","Teamet er opdateret."
"The team was successfully created.","Teamet er oprettet."
"Company Users",Virksomhedsbrugere
"A customer with the same email already assigned to company.","En kunde med den samme e-mail er allerede tilknyttet virksomheden."
"Pending Approval","Afventer godkendelse"
Rejected,Afvist
Blocked,Blokeret
"The company admin cannot be moved to a different location in the company structure.","Virksomheden kan ikke flyttes til en anden lokation i virksomhedsstruktionen."
"A user or a team cannot be moved under itself.","En bruger eller gruppe kan ikke flyttes ind under sig selv."
"A user or a team cannot be moved under its child user or team.","En bruger eller gruppe kan ikke flyttes ind under en underbruger eller undergruppe."
"The specified parent ID belongs to a different company. The specified entity (team or user) and its new parent must belong to the same company.","Det angivne overordnede ID tilhører en anden virksomhed. Den angivne enhed (team eller bruger) og dets nye moderselskab skal tilhøre samme virksomhed."
"Unable to move customer structure.","Kan ikke flytte kundestruktur."
"Cannot delete company with id %1","Kan ikke slette virksomheden med id %1"
"No company admin email is specified in request.","Ingen virksomheds admin e-mail er angivet i anmodningen."
"No such entity with id = %idValue","Ingen enhed med id = %idValue"
"The user %1 is the company admin and cannot be set to inactive. You must set another user as the company admin first.","Brugeren %1 er virksomhedens administrator og kan ikke deaktiveres. Du må vælge en anden admin først."
"You cannot update the requested attribute. Row ID: %fieldName = %fieldValue.","Du kan ikke opdatere den anmodede attribut. Række-ID: %fieldName = %fieldValue."
"Invalid attribute value. Cannot change company for a company admin.","Ugyldig attributværdi. Kan ikke ændre virksomhed for en virksomheds admin."
"Company admin","Virksomheds admin"
"Company user",Virksomhedsbruger
"Individual user","Individuel bruger"
"Unable to set ""allow"" for the resource because its parent resource(s) is set to ""deny"".","Kan ikke sætte ""Tillad"" for ressourcen, fordi dets overordnede ressource(r) er angivet til ""Afvis""."
"There was an error saving custom attributes.","Der opstod en fejl under lagring af brugerdefinerede attributter."
"Invalid value of ""%value"" provided for the %fieldName field.","Ugyldig værdi for ""%value"" for feltet %fieldName."
"Could not save company: %1","Kunne ikke gemme virksomheden: %1"
"Cannot delete structure with id %1","Kan ikke slette struktur med id %1"
"Could not create team","Kunne ikke oprette team"
"This team has child users or teams aligned to it and cannot be deleted. Please re-align the child users or teams first.","Dette team har tilknytte brugere eller teams, og kan ikke slettes."
"Could not update team","Kunne ikke opdatere team"
"Cannot delete team with id %1","Kan ikke slette team med id %1"
"You cannot assign a different role to a company admin.","Du kan ikke tildele en anden rolle til en virksomheds admin."
"You cannot assign multiple roles to a user.","Du kan ikke tildele en bruger flere roller."
"Invalid login or password.","Ugyldig login eller adgangskode."
"This account is locked.","Denne konto er låst."
"Your account is not yet approved. If you have questions, please contact the seller.","Din konto er endnu ikke godkendt. Hvis du har spørgsmål, bedes du kontakte forhandleren."
"Cannot delete the company admin. Delete operation has been stopped. Please repeat the action for the other customers.","Kan ikke slette virksomhedens admin. Sletningen er blevet stoppet. Gentag handlingen for de andre kunder."
"Something went wrong","Noget gik galt"
"This customer company account is blocked and customer cannot place orders.","Denne kundes virksomhedskonto er blokeret og kunden ikke kan afgive ordrer."
" - Duplicated"," - Duplikeret"
"Exception message",Undtagelsesbesked
phrase,sætning
"Localized Exception.","Lokaliseret undtagelse."
"Error message",Fejlmeddelelse
"No such entity.","Ingen sådan enhed."
"error message",fejlmeddelelse
"Could not save role","Kunne ikke gemme rollen"
"Cannot delete team","Kan ikke slette team"
"Role Name",Rollenavn
"Role Name 15","Rollenavn 15"
Duplicate,Duplikér
"Company Name","Virksomhedens navn"
"Customer Type:",Kundetype:
Company:,Firma:
"User Role",Brugerrolle
"Company Information",Virksomhedsoplysninger
"Company Legal Name","Virksomhedens juridiske navn"
"Company Email","Virksomhedens e-mail"
"VAT/TAX ID",CVR-nr
"Re-seller ID","Forhandler ID"
"Legal Address","Juridiske adresse"
"Please select a region, state or province.","Vælg en region, stat eller provins."
"Phone Number",Telefonnummer
"Company Administrator",Virksomhedsadministratoren
"Job Title",Jobtitel
"New Company Account","Ny virksomhedskonto"
"Create a Company Account","Opret en virksomhedskonto"
"Business Structure",Forretningsstruktur
"Add User","Tilføj bruger"
"Add Team","Tilføj team"
"Edit Selected","Rediger valgte"
"Delete Selected","Slet valgte"
"You have no other address entries in your address book.","Du har ikke gemt nogle adresser."
Contacts,Kontakter
"Add New User","Tilføj ny bruger"
"Create an Account","Opret en konto"
"When you sign in to your account, you will be able to:","Når du logger på din konto vil du være i stand til at:"
Proceed,Fortsæt
"Popup title","Popup titel"
"Cannot delete the user","Kan ikke slette denne bruger"
"This user cannot be deleted because he/she is a company admin.","Denne bruger kan ikke slettes, fordi han/hun er virksomheds admin."
"Edit User","Redigér bruger"
"Cannot Delete User","Kan ikke slette denne bruger"
"Delete this user?","Slet denne bruger?"
"This action cannot be undone. Are you sure you want to delete this user?","Denne handling kan ikke fortrydes. Er du sikker på du vil slette denne bruger?"
"Edit Team","Rediger team"
"Cannot Delete This Team","Kan ikke slette denne bruger"
"Delete this team?","Vil du slette dette team?"
"This action cannot be undone. Are you sure you want to delete this team?","Denne handling kan ikke fortrydes. Er du sikker på du vil slette denne bruger?"
"Delete This Role?","Slet denne rolle?"
"This action cannot be undone. Are you sure you want to delete this role?","Denne handling kan ikke fortrydes. Er du sikker på du vil slette denne rolle?"
"Cannot Delete Role","Kan ikke slette rollen"
"Cannot Delete Customer","Kan ikke slette kunden"
"This email is sent when company status changes to Pending Approval.","Denne e-mail sendes når status ændres til Afventer godkendelse."
"View orders","Vis ordre"
"Set a Company as Active","Aktiver virksomhed"
"Set Active",Aktiver
"Are you sure you want to block the selected companies?","Er du sikker på at du vil slette de valgte virksomheder?"
"This action cannot be undone. Are you sure you want to delete the selected companies? After the company is deleted, all the company members will be set to Inactive.","Denne handling kan ikke fortrydes. Er du sikker på du vil slette de valgte virksomheder? Når virksomheden er slettet, vil alle virksomhedens medlemmer angives til inaktiv."
"Reseller ID",Forhandler-ID
Comment,Kommenter
ZIP,Postnr.
"Company Admin","Virksomhedens Admin"
Gender,Køn
"Set Inactive",Deaktiver
"Customer Type",Kundetype
"Are you sure you want to temporarily disable this company account? If you confirm, login for all company members will be blocked.","Er du sikker på du midlertidigt deaktivere denne virksomhedskonto? Hvis du bekræfter, blokeres login for alle virksomhedens medlemmer."
"Are you sure you want to set this company to active? If you confirm, the company members will be able to operate within their company account.>","Er du sikker på, du vil aktivere virksomheden? Hvis du bekræfter, vil virksomhedens medlemmer kunne bruge deres egen konto.>"
"Are you sure you want to reject this company? If you confirm, login for all company members will be blocked.","Er du sikker på du vil afvise denne virksomhed? Hvis du bekræfter, blokeres login for alle virksomhedens medlemmer."
"Please specify the reason","Angiv årsagen hertil"
"The reason will appear in the 'Rejected' email sent to the Company Admin. It will also be saved and displayed in Admin Panel (in the company profile).","Årsagen vil blive vist i 'Afvist' e-mailem som sendens til virksomhedens admin. Det vil også være gemt og vises i Admin Panel (i virksomhedsprofilen)."
"Are you sure you want to block this company? If you proceed, the company members will not be able to place orders.","Er du sikker på at du ønsker at blokere denne virksomhed? Hvis du forsætter, så vil virksomhedens medlemmer ikke kunne afgive ordre."
"Reason for Rejection","Angiv årsag for afvisning"
"VAT / TAX ID",CVR-nr
Prefix,Præfiks
"Middle Name/Initial",Mellemnavn/initialer
Suffix,Suffiks
"Change Customer Group?","Rediger kundegruppe?"
"This action will change the customer group for all members of this company. Would you like to proceed?","Denne handling vil gemme ændringer for alle medlemmer af virksomhedsgruppen. Ønsker du at forsætte?"
"The user <%- username %> is the company admin and cannot be set to inactive. You must set another user as the company admin first.","Denne bruger <%- username %> er virksomhedens administrator og ikke deaktiveres. Du må vælge en anden admin først."
"Customer Active","Aktive kunder"
"This customer is a user of a different company. If you proceed, the customer will be unlinked from the current company and linked to the selected company.","Denne kunde er tilknytte en anden virksomhed. Hvis du forsætter vil kunde blive overført til den valgte virksomhed."
"Change Company?","Skift virksomhed?"
"Associate to Company","Tilknyt virksomhed"
"My Orders","Mine ordrer"
"Create New Customer","Opret ny kunde"
"Create New Company Account","Opret ny virksomhed"
Team,Hold
Users,Brugere
Updated,Opdateret
Purchased,Købt
Reverted,Vendt
"Store Credit","Butikkens kredit"
"Order # %1","Ordre #%1"
"This is a required field.","Dette er et obligatorisk felt."
Rate,Bedøm
Date,Dato
"Payment Methods",Betalingsmetoder
"Default Config","Standard Konfiguration"
"Save Config","Gem indstillinger"
"Use system value","Anvend system værdier"
"Use Website","Brug hjemmeside"
Add,Tilføj
"Delete File","Slet fil"
"Search String",Søgestreng
"Design Theme","Design Tema"
"Add \Exception","Tilføj undtagelse"
"-- No Theme --","-- Intet tema --"
"%1 should implement %2","%1 skal implementere %2"
"The value you set has already been locked. To change the value, use the --%1 option.","Værdien du sætter er allerede blevet låst. For at ændre værdien brug --%1 optionen."
"You saved the configuration.","Du har gemt indstillingerne."
"Something went wrong while saving this configuration:","Noget gik galt mens vi gemte denne indstilling:"
"Please specify the admin custom URL.","Venligst udfyld admin login Url'en."
"Invalid %1. %2","Ugyldig %1. %2"
"Value must be a URL or one of placeholders: %1","Værdien skal være en URL eller en af: %1"
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","Udfyld en URL eller sti der begynder med: %1, og slutter med ""/""."
"%1 An empty value is allowed as well.","%1 En tom værdi er ikke tilladt heller."
"Specify a fully qualified URL.","Udfyldt med en fuldt ud kvalificeret URL."
"Selected allowed currency ""%1"" is not available in installed currencies.","Valgte tilladte valuta ""%1"" er ikke tilgængelig blandt installerede valuta."
"Default display currency ""%1"" is not available in allowed currencies.","Standard visning valutaen ""%1"" er ikke tilgængelig blandt tilladte valuta."
"Sorry, we haven't installed the base currency you selected.","Beklager men vi har ikke den valgte base valuta installeret."
"Sorry, we haven't installed the default display currency you selected.","Beklager men vi har ikke den valgte visnings valuta installeret."
"Sorry, the default display currency you selected is not available in allowed currencies.","Beklager, den valgte standard valuta, er ikke tilgængelig blandt de tilladte valutaer."
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","Afsender navnet ""%1"" er ikke gyldigt. Venligst kun benyt synlige tegn og mellemrum."
"Maximum sender name length is 255. Please correct your settings.","Maksimal afsender navns længde er 255. Venligst ret dine indstillinger."
"The file you're uploading exceeds the server size limit of %1 kilobytes.","Filen du uploadet overstiger serveres tilladte grænse på %1 kilobytes."
"The base directory to upload file is not specified.","Base mappen til at uploadet filer i er ikke specificeret."
"The specified image adapter cannot be used because of: %1","Den valgte billede tilpasser kan ikke benyttes pågrund af: %1"
"Default scope","Standard virkefelt"
"Base currency","Standard valuta"
"Display default currency","Standard visnings valuta"
"website(%1) scope","webside(%1) scope"
"store(%1) scope","forretnings(%1) scope"
"Currency ""%1"" is used as %2 in %3.","Valuta ""%1"" er benyttet som %2 i %3."
"Always (during development)","Altid (ved udvikling)"
"Only Once (version upgrade)","Enkeltstående (version opgradering)"
"Never (production)","Aldrig (produktion)"
"Separate Email","Separat Email"
"%1 (Default)","%1 (Standard)"
title,titel
Optional,Valgfri
"HTTP (unsecure)","HTTP (usikker)"
"HTTPS (SSL)","HTTPS (Sikker)"
"Yes (302 Found)","Ja (302 Fundet)"
"Yes (301 Moved Permanently)","Ja (301 Flyttet permanent)"
Specified,Angivet
"Config form fieldset clone model required to be able to clone fields","Konfig form feltsæt klon model påkrævet for at kunne klone felter"
"Some error","En fejl"
"Add after","Tilføj senere"
"Tab Label","Kolonne titel"
"Field 2","Felt 2"
"Field 3","Felt 3"
"Field 3.1","Felt 3.1"
"Field 3.1.1","Felt 3.1"
"Field 4","Felt 4"
"Email to a Friend","Mail til en ven"
"Add configurable attributes to the current Attribute Set (""%1"")","Tilføj konfigurérbare attributter til det aktuelle attributsæt (""%1"")"
"Add configurable attributes to the new Attribute Set based on current","Tilføj konfigurérbare attributter for det nye attributsæt baseret på nuværende"
"New attribute set name","Ny attributsæt navn"
"Add configurable attributes to the existing Attribute Set","Tilføj konfigurérbare attributter til det eksisterende attributsæt"
"Choose existing Attribute Set","Vælg eksisterende attributsæt"
Configurations,Konfigurationer
"Attribute Values",Attributværdier
"Bulk Images &amp; Price","Bulk billeder &amp; pris"
"Select Attributes","Vælg attributter"
"Choose an Option...","Vælg en valgmulighed..."
"This attribute is used in configurable products.","Denne attribut bruges i konfigurérbare produkter."
"Option with id ""%1"" not found","Valget med id ""%1"" blev ikke fundet"
"You can't add the item to shopping cart.","Du kan ikke tilføje denne vare til indkøbskurven."
Confirm,Bekræft
"Add Products Manually","Tilføj produkter manuelt"
Weight,Vægt
"Associated Products","Associerede kontakter"
Options,Valgmuligheder
"Deselect All","Fravælg alle"
"Save Option","Gemme valgmulighed"
"Remove Option","Fjern valgmulighed"
"Remove image","Fjern billede"
"Select attribute","Vælg attribut"
Select,Vælg
"Edit Configurations","Rediger konfiguration"
"Upload Image","Upload billede"
"Upload image","Upload billede"
"No Image","Intet billede"
"Buy %1 for %2 each and","Køb %1 for %2 og"
save,spar
"Disable Product","Deaktiver produkt"
"Enable Product","Aktiver produkt"
"Configurable Product Image","Konfigurerbar produkt billede"
"Thanks for contacting us with your comments and questions. We'll respond to you very soon.","Tak for din besked. Vi vil besvare den snarest."
"An error occurred while processing your form. Please try again later.","Der opstod en fejl da vi behandlede din formular. Prøv igen senere."
"Write Us","Kontakt os"
"Jot us a note and we’ll get back to you as quickly as possible.","Skriv til os og vi vil vende tilbage hurtigst muligt."
"What’s on your mind?","Hvad har du på hjertet?"
"Contact Form",Kontaktformular
"Contacts Section","Kontakter sektion"
"Contact Us","Kontakt os"
"Enable Contact Us","Aktiver kontakt os"
"Email Options","E-mail indstillinger"
"Send Emails To","Send e-mails til"
"Email Sender","E-mail afsender"
"Email Template","Email skabelon"
"Invalid domain name: %1","Ugyldigt domænenavn: %1"
"We use cookies to make your experience better.","Vi opsamler cookies til at gøre oplevelsen bedre."
"To comply with the new e-Privacy directive, we need to ask for your consent to set the cookies.","Når du benytter vores website, giver du samtykke til anvendelsen af cookies. "
"<a href=""%1"">Learn more</a>.","<a href=""%1"">Læs mere</a>."
"Allow Cookies","Tillad cookies"
"We can't save the cron expression.","Vi kan ikke gemme cron udtrykket."
Daily,Daglig
Weekly,Ugentlig
Monthly,Månedlig
"Invalid cron expression: %1","Ugyldigt cron udtryk: %1"
"Invalid cron expression, expecting 'match/modulus': %1","Ugyldigt cron udtryk, forventede 'match/modulus': %1"
"Invalid cron expression, expecting numeric modulus: %1","Ugyldigt cron udtryk, forventede numeric modulus: %1"
"Invalid cron expression, expecting 'from-to' structure: %1","Ugyldt cron udtryk, forventede 'fra-til' struktur: %1"
"Cron (Scheduled Tasks)","Cron (Planlagte baggrundsopgaver)"
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set. All the times are in minutes.","For at korrekte Urls kan generere ved udførelsen af cronjobs, venligst sikre at Web > Sikker og Usikker base urls er entydigt sat. Alle tider er i minutter."
"Cron configuration options for group:","Cron konfigurationsindstillinger for gruppe:"
"Generate Schedules Every","Generer program hver"
"Schedule Ahead for","Programsæt forud for"
"Missed if Not Run Within","Forbipasset hvis ikke kørt indenfor"
"History Cleanup Every","Historik rydning for hvert"
"Success History Lifetime","Succesfuld historik tid"
"Failure History Lifetime","Fejl historik tid"
"Use Separate Process","Benyt seperat eksekveringsprocess"
"Save Currency Rates","Gem valutakurser"
"Currency Rates",Valutakurser
"Old rate:","Gamle rate:"
"The current module XML block name is undefined.","Det nuværende modules XML block navn er udefineret."
"The current module form model pathname is undefined.","Det nuværende modules form model sti er udefineret."
"Use helper with defined EAV entity.","Brug hjælper med defineret EAV entitet."
"Default EAV Form","Standard EAV form"
"Please correct the values for minimum and maximum text length validation rules.","Venligst ret værdierne for minimum og maksimum tekst længde valideringes regler."
"Please correct the values for minimum and maximum date validation rules.","Venligst ret værdierne for minimum og maksimum dato valideringes regler."
"Text Field",Tekstfelt
"Text Area",Tekstområde
"Multiple Line","Flere linjer"
Yes/No,Ja/Nej
"File (attachment)","Fil (vedhæftet)"
"Image File",Billedfile
Alphanumeric,Alfanumerisk
"Numeric Only","Kun numerisk"
"Alpha Only","Udelukkende alfabetisk"
"Strip HTML Tags","Fjern HTML Tags"
"Escape HTML Entities","Ignorer HTML koder"
"Normalize Date","Normalisere dato"
"The attribute code is invalid. Please use only letters (a-z), numbers (0-9) or underscores (_) in this field. The first character should be a letter.","Attribut koden er ugyldig. Brug venligst kun bogstaver (a-z), tal (0-9) eller understregning (_) i dette felt. Første tegn skal være et bogstav."
"You are subscribed to our newsletter.","Du er tilmeldt vores nyhedsbrev."
"You aren't subscribed to our newsletter.","Du er ikke tilmeldt vores nyhedsbrev."
"You have not set a default shipping address.","Du har ikke angivet en standard forsendelsesadresse."
"You have not set a default billing address.","Du har ikke angivet en standard faktureringsadresse."
"Address Book",Adresser
"Edit Address","Rediger adresse"
"Add New Address","Tilføj ny adresse"
"Save Customer","Gem kunde"
"Reset Password","Nulstil adgangskode"
"New Customer","Ny kunde"
"Shopping Cart from %1","Indkøbskurv fra %1"
Newsletter,Nyhedsbrev
"Newsletter Information","Oplysnigner om nyhedsbrevet"
"Subscribed to Newsletter","Tilmeldt nyhedsbrev"
"No Newsletter Found","Intet nyhedsbrev fundet"
"Start date",Startdato
"Receive Date","Modtag dato"
Subject,Emne
Sent,Sendt
"Not Sent","Ikke sendt"
Sending,Sender
Paused,"På pause"
Unknown,Ukendt
"Bill-to Name",Fakturanavn
"Ship-to Name",Leveringsnavn
"There are no items in customer's shopping cart.","Der er ingen varer i kundens indkøbskurv."
Confirmed,Bekræftet
"Confirmation Required","Bekræftelse påkrævet"
Never,Aldrig
Unlocked,"Låst op"
Locked,Låst
